Unnamed: 0,xgeo,ygeo,image,target
680,-477344.9999298304,1226564.9997692876,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
681,1180335.0000701696,1341764.9997692876,leafon2013.tif,NLCD_2013_Land_Cover_Science_Product_L48_20210604.tif
682,1157295.0000701696,1364804.9997692876,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
683,-2054144.9999298304,1784084.9997692876,leafon2013.tif,NLCD_2013_Land_Cover_Science_Product_L48_20210604.tif
684,-469664.9999298304,1288004.9997692876,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
685,434415.0000701696,2030324.999769288,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
686,434415.0000701696,2007284.999769288,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
687,-584864.9999298304,1295684.9997692876,leafon2013.tif,NLCD_2013_Land_Cover_Science_Product_L48_20210604.tif
688,549615.0000701696,2068724.999769288,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
689,449775.0000701696,2076404.999769288,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
690,-492704.9999298304,1226564.9997692876,leafon2011.tif,NLCD_2011_Land_Cover_Science_Product_L48_20210604.tif
691,-554144.9999298304,1264964.9997692876,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
692,1164975.0000701696,1341764.9997692876,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
693,-615584.9999298304,1311044.9997692876,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
694,-1942544.9999298304,3118724.999769288,leafon2011.tif,NLCD_2011_Land_Cover_Science_Product_L48_20210604.tif
695,-1992704.9999298304,1745684.9997692876,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
696,1057455.0000701696,1241924.9997692876,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
697,-2054144.9999298304,1738004.9997692876,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
698,-1819664.9999298304,3034244.999769288,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
700,-2008064.9999298304,1699604.9997692876,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
701,1049775.0000701696,1364804.9997692876,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
702,-1881104.9999298304,3095684.999769288,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
703,1103535.0000701696,1303364.9997692876,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
704,-538784.9999298304,1311044.9997692876,leafon2013.tif,NLCD_2013_Land_Cover_Science_Product_L48_20210604.tif
705,1111215.0000701696,1234244.9997692876,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
706,-2077184.9999298304,1799444.9997692876,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
707,-1911824.9999298304,3118724.999769288,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
708,-569504.9999298304,1311044.9997692876,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
709,-1934864.9999298304,3149444.999769288,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
710,-600224.9999298304,1280324.9997692876,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
711,1164975.0000701696,1364804.9997692876,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
712,-1934864.9999298304,3018884.999769288,leafon2011.tif,NLCD_2011_Land_Cover_Science_Product_L48_20210604.tif
713,-485024.9999298304,1364804.9997692876,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
714,-2015744.9999298304,1807124.999769288,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
715,557295.0000701696,2091764.999769288,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
716,1080495.0000701696,1326404.9997692876,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
717,-1969664.9999298304,1807124.999769288,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
718,-1969664.9999298304,1745684.9997692876,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
719,534255.0000701696,2114804.999769288,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
720,465135.0000701696,2084084.999769288,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
721,-477344.9999298304,1241924.9997692876,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
722,488175.0000701696,2076404.999769288,leafon2013.tif,NLCD_2013_Land_Cover_Science_Product_L48_20210604.tif
723,1164975.0000701696,1218884.9997692876,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
724,572655.0000701696,2076404.999769288,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
725,-1835024.9999298304,3126404.999769288,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
727,564975.0000701696,2022644.999769288,leafon2011.tif,NLCD_2011_Land_Cover_Science_Product_L48_20210604.tif
728,-561824.9999298304,1326404.9997692876,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
729,-531104.9999298304,1234244.9997692876,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
730,534255.0000701696,2022644.999769288,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
731,534255.0000701696,2053364.999769288,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
732,1049775.0000701696,1357124.9997692876,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
733,-2046464.9999298304,1807124.999769288,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
736,-531104.9999298304,1326404.9997692876,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
737,-561824.9999298304,1318724.9997692876,leafon2013.tif,NLCD_2013_Land_Cover_Science_Product_L48_20210604.tif
738,-508064.9999298304,1303364.9997692876,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
739,1157295.0000701696,1241924.9997692876,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
740,1065135.0000701696,1295684.9997692876,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
741,-592544.9999298304,1364804.9997692876,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
742,1080495.0000701696,1318724.9997692876,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
743,1134255.0000701696,1364804.9997692876,leafon2011.tif,NLCD_2011_Land_Cover_Science_Product_L48_20210604.tif
744,-1888784.9999298304,3118724.999769288,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
745,518895.0000701696,2068724.999769288,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
746,-2008064.9999298304,1699604.9997692876,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
747,-1835024.9999298304,3034244.999769288,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
748,580335.0000701696,2053364.999769288,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
749,1164975.0000701696,1257284.9997692876,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
750,-561824.9999298304,1303364.9997692876,leafon2013.tif,NLCD_2013_Land_Cover_Science_Product_L48_20210604.tif
751,-2038784.9999298304,1668884.9997692876,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
752,1164975.0000701696,1218884.9997692876,leafon2013.tif,NLCD_2013_Land_Cover_Science_Product_L48_20210604.tif
753,-1985024.9999298304,1714964.9997692876,leafon2011.tif,NLCD_2011_Land_Cover_Science_Product_L48_20210604.tif
754,1088175.0000701696,1318724.9997692876,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
755,480495.0000701696,2099444.999769288,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
756,-538784.9999298304,1288004.9997692876,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
757,-1881104.9999298304,3118724.999769288,leafon2011.tif,NLCD_2011_Land_Cover_Science_Product_L48_20210604.tif
758,1103535.0000701696,1311044.9997692876,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
759,1103535.0000701696,1334084.9997692876,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
760,-1873424.9999298304,3041924.999769288,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
761,-2031104.9999298304,1745684.9997692876,leafon2013.tif,NLCD_2013_Land_Cover_Science_Product_L48_20210604.tif
762,1111215.0000701696,1318724.9997692876,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
763,503535.0000701696,2030324.999769288,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
764,-2023424.9999298304,1784084.9997692876,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
765,-2046464.9999298304,1676564.9997692876,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
766,-2077184.9999298304,1814804.999769288,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
767,1134255.0000701696,1241924.9997692876,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
768,-2054144.9999298304,1691924.9997692876,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
769,457455.0000701696,2038004.999769288,leafon2011.tif,NLCD_2011_Land_Cover_Science_Product_L48_20210604.tif
770,-592544.9999298304,1249604.9997692876,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
771,-515744.9999298304,1295684.9997692876,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
772,-554144.9999298304,1334084.9997692876,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
773,-1934864.9999298304,3111044.999769288,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
774,1172655.0000701696,1257284.9997692876,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
775,1111215.0000701696,1364804.9997692876,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
776,-2038784.9999298304,1745684.9997692876,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
777,457455.0000701696,2091764.999769288,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
778,-1873424.9999298304,3026564.999769288,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
779,-592544.9999298304,1257284.9997692876,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
780,1080495.0000701696,1218884.9997692876,leafon2011.tif,NLCD_2011_Land_Cover_Science_Product_L48_20210604.tif
781,-2054144.9999298304,1745684.9997692876,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
782,-2077184.9999298304,1791764.9997692876,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
783,1126575.0000701696,1241924.9997692876,leafon2013.tif,NLCD_2013_Land_Cover_Science_Product_L48_20210604.tif
784,-615584.9999298304,1257284.9997692876,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
785,480495.0000701696,2068724.999769288,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
786,-1827344.9999298304,3103364.999769288,leafon2013.tif,NLCD_2013_Land_Cover_Science_Product_L48_20210604.tif
787,-500384.9999298304,1334084.9997692876,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
788,-2046464.9999298304,1814804.999769288,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
789,-2000384.9999298304,1761044.9997692876,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
790,1072815.0000701696,1280324.9997692876,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
791,-523424.9999298304,1334084.9997692876,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
792,442095.0000701696,2084084.999769288,leafon2011.tif,NLCD_2011_Land_Cover_Science_Product_L48_20210604.tif
793,-600224.9999298304,1341764.9997692876,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
794,-1911824.9999298304,3049604.999769288,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
795,-1865744.9999298304,3095684.999769288,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
796,-2015744.9999298304,1699604.9997692876,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
797,1141935.0000701696,1241924.9997692876,leafon2011.tif,NLCD_2011_Land_Cover_Science_Product_L48_20210604.tif
798,1164975.0000701696,1364804.9997692876,leafon2013.tif,NLCD_2013_Land_Cover_Science_Product_L48_20210604.tif
799,-2008064.9999298304,1776404.9997692876,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
800,472815.0000701696,2053364.999769288,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
801,518895.0000701696,2007284.999769288,leafon2011.tif,NLCD_2011_Land_Cover_Science_Product_L48_20210604.tif
802,-2061824.9999298304,1691924.9997692876,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
803,1126575.0000701696,1272644.9997692876,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
804,-2069504.9999298304,1730324.9997692876,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
805,-1873424.9999298304,3111044.999769288,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
806,-2100224.9999298304,1814804.999769288,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
807,-2015744.9999298304,1699604.9997692876,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
808,-1992704.9999298304,1730324.9997692876,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
809,465135.0000701696,2099444.999769288,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
810,-577184.9999298304,1357124.9997692876,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
811,-508064.9999298304,1334084.9997692876,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
812,-592544.9999298304,1303364.9997692876,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
813,1095855.0000701696,1318724.9997692876,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
814,-538784.9999298304,1334084.9997692876,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
815,1080495.0000701696,1334084.9997692876,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
816,-1881104.9999298304,3064964.999769288,leafon2013.tif,NLCD_2013_Land_Cover_Science_Product_L48_20210604.tif
817,-523424.9999298304,1311044.9997692876,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
818,-1881104.9999298304,3057284.999769288,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
819,1065135.0000701696,1226564.9997692876,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
821,-2046464.9999298304,1722644.9997692876,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
822,-492704.9999298304,1341764.9997692876,leafon2011.tif,NLCD_2011_Land_Cover_Science_Product_L48_20210604.tif
823,-2023424.9999298304,1691924.9997692876,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
824,-2100224.9999298304,1784084.9997692876,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
825,-569504.9999298304,1280324.9997692876,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
826,-2115584.9999298304,1676564.9997692876,leafon2013.tif,NLCD_2013_Land_Cover_Science_Product_L48_20210604.tif
827,1088175.0000701696,1218884.9997692876,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
828,-1934864.9999298304,3057284.999769288,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
829,-2107904.9999298304,1799444.9997692876,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
830,-2054144.9999298304,1730324.9997692876,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
831,564975.0000701696,1991924.999769288,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
832,-1904144.9999298304,3057284.999769288,leafon2013.tif,NLCD_2013_Land_Cover_Science_Product_L48_20210604.tif
833,-2069504.9999298304,1776404.9997692876,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
834,-569504.9999298304,1326404.9997692876,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
835,-1977344.9999298304,1714964.9997692876,leafon2011.tif,NLCD_2011_Land_Cover_Science_Product_L48_20210604.tif
836,-1942544.9999298304,3126404.999769288,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
837,1103535.0000701696,1303364.9997692876,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
838,-1919504.9999298304,3134084.999769288,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
839,557295.0000701696,1976564.999769288,leafon2011.tif,NLCD_2011_Land_Cover_Science_Product_L48_20210604.tif
840,518895.0000701696,2114804.999769288,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
841,526575.0000701696,2091764.999769288,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
842,1072815.0000701696,1295684.9997692876,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
843,-477344.9999298304,1249604.9997692876,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
844,-592544.9999298304,1272644.9997692876,leafon2011.tif,NLCD_2011_Land_Cover_Science_Product_L48_20210604.tif
845,-1873424.9999298304,3111044.999769288,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
846,480495.0000701696,1976564.999769288,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
847,1080495.0000701696,1218884.9997692876,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
848,480495.0000701696,1968884.999769288,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
849,1057455.0000701696,1295684.9997692876,leafon2011.tif,NLCD_2011_Land_Cover_Science_Product_L48_20210604.tif
850,472815.0000701696,2045684.999769288,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
851,541935.0000701696,2107124.999769288,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
852,442095.0000701696,2014964.999769288,leafon2013.tif,NLCD_2013_Land_Cover_Science_Product_L48_20210604.tif
853,-577184.9999298304,1311044.9997692876,leafon2011.tif,NLCD_2011_Land_Cover_Science_Product_L48_20210604.tif
854,480495.0000701696,2053364.999769288,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
855,-607904.9999298304,1341764.9997692876,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
856,-500384.9999298304,1349444.9997692876,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
857,1157295.0000701696,1326404.9997692876,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
858,-1888784.9999298304,3057284.999769288,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
860,434415.0000701696,1984244.999769288,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
861,1034415.0000701696,1341764.9997692876,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
862,-561824.9999298304,1218884.9997692876,leafon2011.tif,NLCD_2011_Land_Cover_Science_Product_L48_20210604.tif
863,1126575.0000701696,1241924.9997692876,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
864,557295.0000701696,2107124.999769288,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
865,1095855.0000701696,1218884.9997692876,leafon2011.tif,NLCD_2011_Land_Cover_Science_Product_L48_20210604.tif
866,-2107904.9999298304,1707284.9997692876,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
867,1111215.0000701696,1288004.9997692876,leafon2013.tif,NLCD_2013_Land_Cover_Science_Product_L48_20210604.tif
869,-485024.9999298304,1326404.9997692876,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
870,-584864.9999298304,1257284.9997692876,leafon2011.tif,NLCD_2011_Land_Cover_Science_Product_L48_20210604.tif
871,465135.0000701696,2038004.999769288,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
873,-2023424.9999298304,1730324.9997692876,leafon2011.tif,NLCD_2011_Land_Cover_Science_Product_L48_20210604.tif
874,534255.0000701696,2053364.999769288,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
876,511215.0000701696,2107124.999769288,leafon2011.tif,NLCD_2011_Land_Cover_Science_Product_L48_20210604.tif
877,1126575.0000701696,1357124.9997692876,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
878,-577184.9999298304,1226564.9997692876,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
879,-477344.9999298304,1272644.9997692876,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
880,572655.0000701696,2068724.999769288,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
881,-1850384.9999298304,3080324.999769288,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
882,-531104.9999298304,1364804.9997692876,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
883,-1888784.9999298304,3057284.999769288,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
884,1034415.0000701696,1349444.9997692876,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
885,557295.0000701696,2068724.999769288,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
886,526575.0000701696,1984244.999769288,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
887,-515744.9999298304,1257284.9997692876,leafon2013.tif,NLCD_2013_Land_Cover_Science_Product_L48_20210604.tif
888,-469664.9999298304,1257284.9997692876,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
889,-469664.9999298304,1226564.9997692876,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
890,-2077184.9999298304,1768724.9997692876,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
891,1118895.0000701696,1295684.9997692876,leafon2011.tif,NLCD_2011_Land_Cover_Science_Product_L48_20210604.tif
892,-2038784.9999298304,1699604.9997692876,leafon2011.tif,NLCD_2011_Land_Cover_Science_Product_L48_20210604.tif
893,511215.0000701696,1999604.999769288,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
894,1126575.0000701696,1311044.9997692876,leafon2013.tif,NLCD_2013_Land_Cover_Science_Product_L48_20210604.tif
895,1157295.0000701696,1364804.9997692876,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
896,-2100224.9999298304,1784084.9997692876,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
897,1134255.0000701696,1280324.9997692876,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
898,-2015744.9999298304,1807124.999769288,leafon2013.tif,NLCD_2013_Land_Cover_Science_Product_L48_20210604.tif
899,-1858064.9999298304,3026564.999769288,leafon2011.tif,NLCD_2011_Land_Cover_Science_Product_L48_20210604.tif
900,434415.0000701696,2107124.999769288,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
901,-515744.9999298304,1257284.9997692876,leafon2011.tif,NLCD_2011_Land_Cover_Science_Product_L48_20210604.tif
902,-469664.9999298304,1280324.9997692876,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
903,1126575.0000701696,1364804.9997692876,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
904,-2046464.9999298304,1668884.9997692876,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
906,-2084864.9999298304,1776404.9997692876,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
907,-2107904.9999298304,1676564.9997692876,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
909,1149615.0000701696,1234244.9997692876,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
910,1103535.0000701696,1249604.9997692876,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
911,-531104.9999298304,1249604.9997692876,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
912,-500384.9999298304,1264964.9997692876,leafon2013.tif,NLCD_2013_Land_Cover_Science_Product_L48_20210604.tif
913,580335.0000701696,2099444.999769288,leafon2004.tif,NLCD_2004_Land_Cover_Science_Product_L48_20210604.tif
914,1057455.0000701696,1257284.9997692876,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
915,1088175.0000701696,1349444.9997692876,leafon2019.tif,NLCD_2019_Land_Cover_Science_Product_L48_20210604.tif
916,-2100224.9999298304,1799444.9997692876,leafon2016.tif,NLCD_2016_Land_Cover_Science_Product_L48_20210604.tif
917,-2100224.9999298304,1761044.9997692876,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
918,488175.0000701696,2022644.999769288,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
919,-1992704.9999298304,1676564.9997692876,leafon2001.tif,NLCD_2001_Land_Cover_Science_Product_L48_20210604.tif
920,-546464.9999298304,1280324.9997692876,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
921,1164975.0000701696,1303364.9997692876,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
923,1172655.0000701696,1234244.9997692876,leafon2006.tif,NLCD_2006_Land_Cover_Science_Product_L48_20210604.tif
924,-2115584.9999298304,1691924.9997692876,leafon2008.tif,NLCD_2008_Land_Cover_Science_Product_L48_20210604.tif
